-2015.8,5554.5,-1406.7,NaN
1660.6,1740.2,1662.8,NaN
2167.8,4562.7,-4567.5,NaN
-82.227,-19.537,-168.83,NaN
49.945,-72.176,19.955,NaN
79.459,-74.102,167.67,NaN
-2015.1,5555.6,-1409.1,NaN
1660.3,1740.1,1664.4,NaN
2169,4562.4,-4560.6,NaN
-83.654,-20.617,-168.97,NaN
50.057,-71.939,20.05,NaN
80.483,-75.021,167.76,NaN
-2014.6,5556.7,NaN,NaN
1661.5,1739.9,NaN,NaN
2170.9,4562.1,NaN,NaN
-84.449,-21.152,NaN,NaN
50.825,-71.964,NaN,NaN
83.231,-75.601,NaN,NaN
-2013.8,5557.8,NaN,NaN
1661.9,1739.8,NaN,NaN
2172.9,4562.1,NaN,NaN
-85.99,-21.734,NaN,NaN
51.354,-71.67,NaN,NaN
85.564,-76.079,NaN,NaN
-2012.8,5558.9,NaN,NaN
1662.1,1739.5,NaN,NaN
2175.2,4561.9,NaN,NaN
-87.801,-21.83,NaN,NaN
51.798,-71.802,NaN,NaN
88.119,-76.491,NaN,NaN
-2011.8,5559.9,-1416.4,NaN
1662.5,1739.3,1670.3,NaN
2177.6,4562,-4534.5,NaN
-89.749,-22.136,-166.64,NaN
52.262,-71.405,20.148,NaN
91.289,-76.766,168.13,NaN
-2010.5,5560.9,NaN,NaN
1662.8,1739.2,NaN,NaN
2180.1,4562.1,NaN,NaN
-91.935,-22.259,NaN,NaN
52.622,-71.166,NaN,NaN
94.531,-76.946,NaN,NaN
-2009.3,5561.9,NaN,NaN
1663.3,1739,NaN,NaN
2182.6,4562.2,NaN,NaN
-93.735,-22.281,NaN,NaN
52.595,-71.075,NaN,NaN
97.638,-77.173,NaN,NaN
-2008,5562.7,-1419.6,NaN
1663.5,1738.9,1671.7,NaN
2184.9,4562.3,-4518.2,NaN
-96.011,-22.158,-166.36,NaN
52.809,-70.978,20.581,NaN
100.97,-77.207,170.75,NaN
-2006.6,5563.7,-1421,NaN
1663.4,1738.8,1675.1,NaN
2187,4562.7,-4513.4,NaN
-98.032,-22.116,-168.13,NaN
52.487,-70.673,20.934,NaN
104.1,-77.256,171.05,NaN
-2005.5,5564.6,NaN,NaN
1663.6,1738.6,NaN,NaN
2189,4563.1,NaN,NaN
-100.26,-21.906,NaN,NaN
52.444,-70.445,NaN,NaN
107.46,-77.221,NaN,NaN
-2004.3,5565.4,-1421.7,NaN
1663.6,1738.4,1674.1,NaN
2190.8,4563.4,-4505,NaN
-102.45,-21.759,-165.89,NaN
52.341,-70.11,20.441,NaN
110.45,-77.218,170.73,NaN
-2003,5566.2,NaN,NaN
1663.5,1738,NaN,NaN
2192.3,4563.6,NaN,NaN
-104.23,-21.084,NaN,NaN
52.033,-70.166,NaN,NaN
112.83,-76.967,NaN,NaN
-2002.2,5567,-1422.1,NaN
1663.7,1737.5,1675.6,NaN
2193.7,4563.7,-4498,NaN
-105.98,-20.22,-165.72,NaN
51.759,-70.178,20.316,NaN
115.44,-76.487,171.15,NaN
-2001.2,5567.8,NaN,NaN
1663.8,1737.1,NaN,NaN
2194.8,4564.1,NaN,NaN
-106.26,-19.903,NaN,NaN
50.259,-69.66,NaN,NaN
116.44,-76.462,NaN,NaN
-2000.1,5568.5,NaN,NaN
1663.7,1736.5,NaN,NaN
2195.8,4564.1,NaN,NaN
-107.56,-19.005,NaN,NaN
49.836,-69.492,NaN,NaN
118.22,-75.965,NaN,NaN
-1999.3,5569,NaN,NaN
1663.8,1736,NaN,NaN
