48.562,NaN,NaN,NaN,1.3
128.26,NaN,NaN,NaN,1.3
-1993.8,NaN,NaN,NaN,1.35
1664.2,NaN,NaN,NaN,1.35
2199.2,NaN,NaN,NaN,1.35
-115.25,NaN,NaN,NaN,1.35
48.513,NaN,NaN,NaN,1.35
128.61,NaN,NaN,NaN,1.35
-1993.5,NaN,NaN,NaN,1.4
1664.3,NaN,NaN,NaN,1.4
2199.3,NaN,NaN,NaN,1.4
-115.47,NaN,NaN,NaN,1.4
48.526,NaN,NaN,NaN,1.4
128.91,NaN,NaN,NaN,1.4
-1993.3,5576.6,NaN,NaN,1.45
1664.3,1730.2,NaN,NaN,1.45
2199.4,4551.5,NaN,NaN,1.45
-115.69,-17.948,NaN,NaN,1.45
48.493,-45.177,NaN,NaN,1.45
129.23,-71.503,NaN,NaN,1.45
-1993,5580,NaN,NaN,1.5
1664.3,1730.3,NaN,NaN,1.5
2199.5,4549,NaN,NaN,1.5
-115.8,-17.089,NaN,NaN,1.5
48.457,-42.785,NaN,NaN,1.5
129.45,-70.488,NaN,NaN,1.5
-1992.9,5583.4,NaN,NaN,1.55
1664.5,1730.4,NaN,NaN,1.55
2199.6,4546.6,NaN,NaN,1.55
-116.19,-16.373,NaN,NaN,1.55
48.625,-40.27,NaN,NaN,1.55
129.84,-69.352,NaN,NaN,1.55
-1992.6,5586.2,NaN,NaN,1.6
1664.5,1730.1,NaN,NaN,1.6
2199.7,4543.9,NaN,NaN,1.6
-116.31,-15.413,NaN,NaN,1.6
48.578,-38.275,NaN,NaN,1.6
130.07,-68.593,NaN,NaN,1.6
-1992.3,5597,NaN,NaN,1.65
1664.3,1734.7,NaN,NaN,1.65
2199.7,4548.8,NaN,NaN,1.65
-116.19,-16.808,NaN,NaN,1.65
48.383,-38.315,NaN,NaN,1.65
130.08,-59.495,NaN,NaN,1.65
-1992.2,5599.4,NaN,NaN,1.7
1664.4,1734.9,NaN,NaN,1.7
2199.8,4546.3,NaN,NaN,1.7
-116.27,-16.504,NaN,NaN,1.7
48.366,-36.309,NaN,NaN,1.7
130.23,-58.818,NaN,NaN,1.7
-1992.1,5598.8,NaN,NaN,1.75
1664.5,1730.4,NaN,NaN,1.75
2199.9,4538.1,NaN,NaN,1.75
-116.62,-4.6235,NaN,NaN,1.75
48.536,-47.697,NaN,NaN,1.75
130.58,-64.802,NaN,NaN,1.75
-1991.7,5600.2,NaN,NaN,1.8
1664.4,1730.8,NaN,NaN,1.8
2199.9,4535.7,NaN,NaN,1.8
-116.53,-4.1127,NaN,NaN,1.8
48.362,-46.32,NaN,NaN,1.8
130.61,-64.704,NaN,NaN,1.8
-1991.6,5601.1,NaN,NaN,1.85
1664.5,1731.4,NaN,NaN,1.85
2200,4533.6,NaN,NaN,1.85
-116.6,-3.9428,NaN,NaN,1.85
48.382,-44.799,NaN,NaN,1.85
130.72,-64.137,NaN,NaN,1.85
-1991.4,5601.7,NaN,NaN,1.9
1664.4,1732.1,NaN,NaN,1.9
2200,4531.6,NaN,NaN,1.9
-116.72,-3.7635,NaN,NaN,1.9
48.387,-43.472,NaN,NaN,1.9
130.88,-63.821,NaN,NaN,1.9
-1991.4,5601.8,NaN,NaN,1.95
1664.6,1732.8,NaN,NaN,1.95
2200.1,4529.4,NaN,NaN,1.95
-117.01,-3.2337,NaN,NaN,1.95
48.562,-42.742,NaN,NaN,1.95
131.16,-63.587,NaN,NaN,1.95
-1991.3,5601.6,NaN,NaN,2
1664.6,1734,NaN,NaN,2
2200.1,4527.8,NaN,NaN,2
-117.08,-3.4774,NaN,NaN,2
48.59,-41.234,NaN,NaN,2
131.26,-62.908,NaN,NaN,2
-1991.2,5601.1,-1411.1,NaN,2.05
1664.7,1735.1,1678.7,NaN,2.05
2200.2,4526.1,-4449.2,NaN,2.05
-117.15,-3.1273,-174.87,NaN,2.05
48.604,-40.707,16.974,NaN,2.05
131.42,-62.423,173.83,NaN,2.05
-1991.2,5600.3,-1414.1,NaN,2.1
1664.7,1736.4,1678.2,NaN,2.1
2200.2,4524.7,-4446.4,NaN,2.1
-117.14,-3.1397,-175.07,NaN,2.1
48.607,-39.848,16.713,NaN,2.1
131.34,-61.851,174.32,NaN,2.1
-1991.3,5599.1,-1417.6,NaN,2.15
1664.7,1737.6,1677.6,NaN,2.15
2200.2,4523,-4443,NaN,2.15
-117.17,-2.8133,-175.2,NaN,2.15
48.632,-39.63,16.546,NaN,2.15
131.43,-61.269,174.02,NaN,2.15
-1991.2,5597.7,NaN,NaN,2.2
1664.6,1738.9,NaN,NaN,2.2
2200.3,4521.6,NaN,NaN,2.2
-116.91,-2.6977,NaN,NaN,2.2
48.476,-39.235,NaN,NaN,2.2
131.21,-60.66,NaN,NaN,2.2
-1991.3,5596.4,NaN,NaN,2.25
1664.8,1740.2,NaN,NaN,2.25
2200.4,4520.5,NaN,NaN,2.25
-117.18,-2.6456,NaN,NaN,2.25
48.665,-38.956,NaN,NaN,2.25
131.45,-59.961,NaN,NaN,2.25
-1991.4,5594.7,-1430.9,NaN,2.3
1664.8,1741.4,1675.8,NaN,2.3
2200.4,4519.1,-4429.7,NaN,2.3
-117.2,-2.5564,-175,NaN,2.3
48.671,-38.713,16.579,NaN,2.3
131.46,-59.394,173.19,NaN,2.3
-1991.3,5592.9,NaN,NaN,2.35
1664.7,1742.5,NaN,NaN,2.35
2200.5,4517.8,NaN,NaN,2.35
-116.96,-2.405,NaN,NaN,2.35
48.505,-38.622,NaN,NaN,2.35
131.25,-58.758,NaN,NaN,2.35
-1991.4,5591.2,-1441,NaN,2.4
1664.7,1743.6,1674.4,NaN,2.4
2200.6,4516.4,-4418.6,NaN,2.4
-116.92,-2.1983,-174.93,NaN,2.4
48.535,-38.641,16.914,NaN,2.4
131.28,-58.088,173.18,NaN,2.4
-1991.6,5589.5,-1446,NaN,2.45
1664.8,1744.6,1672.7,NaN,2.45
2200.8,4515.2,-4412.8,NaN,2.45
-117.15,-2.3797,-174.65,NaN,2.45
48.695,-38.174,17.098,NaN,2.45
131.48,-57.54,173.02,NaN,2.45
-1991.6,5588,-1451.5,NaN,2.5
1664.7,1745.4,1671.7,NaN,2.5
2200.8,4514,-4406.9,NaN,2.5
-116.88,-2.3157,-174.49,NaN,2.5
48.553,-38.087,17.313,NaN,2.5
131.28,-56.831,172.4,NaN,2.5
-1991.7,5586.7,-1456.7,NaN,2.55
1664.7,1746,1670.2,NaN,2.55
2200.9,4512.9,-4401.2,NaN,2.55
-116.85,-2.4129,-174.19,NaN,2.55
48.535,-37.732,17.529,NaN,2.55
131.27,-56.359,172.32,NaN,2.55
-1991.9,5585.2,-1461.8,NaN,2.6
1664.7,1746.3,1668.4,NaN,2.6
2201,4511.5,-4395.8,NaN,2.6
-116.81,-1.834,-174.42,NaN,2.6
48.558,-38.038,17.833,NaN,2.6
131.24,-56.082,172.35,NaN,2.6
-1992,5584.3,-1467.1,NaN,2.65
1664.7,1746.9,1668,NaN,2.65
2201.1,4510.7,-4390.7,NaN,2.65
-116.77,-2.4142,-174.04,NaN,2.65
48.58,-37.017,18.097,NaN,2.65
131.25,-55.698,172.19,NaN,2.65
-1992.1,5583.4,-1472,NaN,2.7
1664.7,1747.3,1667,NaN,2.7
2201.2,4509.8,-4385.6,NaN,2.7
-116.71,-2.1949,-174.25,NaN,2.7
48.605,-37.002,18.505,NaN,2.7
131.16,-55.276,171.95,NaN,2.7
-1992.3,5582.6,-1477,NaN,2.75
1664.7,1747.6,1666.6,NaN,2.75
2201.3,4509.1,-4380.5,NaN,2.75
-116.69,-2.2152,-174.86,NaN,2.75
48.661,-36.664,19.019,NaN,2.75
131.16,-54.845,172.12,NaN,2.75
-1992.4,5582,-1481.7,NaN,2.8
1664.7,1747.9,1665.9,NaN,2.8
2201.4,4508.4,-4375.5,NaN,2.8
-116.61,-2.1403,-174.5,NaN,2.8
48.671,-36.458,19.356,NaN,2.8
131.11,-54.599,171.99,NaN,2.8
-1992.6,5581.6,-1486.2,NaN,2.85
1664.8,1748.2,1665.4,NaN,2.85
2201.5,4507.7,-4370.5,NaN,2.85
-116.52,-2.2576,-175.07,NaN,2.85
48.73,-35.926,19.86,NaN,2.85
131.07,-54.534,172.26,NaN,2.85
-1992.8,5581.2,-1490.7,NaN,2.9
1664.8,1748.3,1666,NaN,2.9
2201.6,4507.1,-4365.4,NaN,2.9
-116.28,-2.0891,-175.5,NaN,2.9
48.654,-35.897,20.387,NaN,2.9
130.98,-54.428,172.36,NaN,2.9
-1993,5581.1,-1494.8,NaN,2.95
1664.8,1748.7,1665.9,NaN,2.95
2201.7,4506.8,-4360.1,NaN,2.95
-116.24,-2.3169,-175.26,NaN,2.95
48.715,-35.513,20.731,NaN,2.95
130.89,-54.177,172.47,NaN,2.95
-1993.3,5581,-1498.9,NaN,3
1664.9,1748.9,1666.7,NaN,3
2201.7,4506.4,-4354.7,NaN,3
-116.2,-2.4237,-175.44,NaN,3
48.73,-35.272,21.159,NaN,3
130.88,-54.052,171.6,NaN,3
-1993.5,5580.6,-1502.7,NaN,3.05
1664.9,1749,1667.4,NaN,3.05
2201.8,4505.8,-4349.1,NaN,3.05
-116.17,-2.4551,-175.8,NaN,3.05
48.795,-35.077,21.523,NaN,3.05
130.8,-54.155,171.84,NaN,3.05
-1993.7,5580.7,-1506.2,NaN,3.1
1664.9,1749.2,1668.2,NaN,3.1
2201.9,4505.6,-4343.4,NaN,3.1
-116.08,-2.7415,-176.13,NaN,3.1
48.789,-34.847,21.919,NaN,3.1
130.74,-53.941,172.31,NaN,3.1
-1994,5580.3,-1509.4,NaN,3.15
1664.9,1749.3,1669,NaN,3.15
2201.9,4505,-4337.4,NaN,3.15
-116.09,-2.7054,-175.63,NaN,3.15
48.791,-34.901,22.189,NaN,3.15
130.71,-53.974,172.15,NaN,3.15
-1994.3,5580.2,-1512.5,NaN,3.2
1664.9,1749.5,1670.2,NaN,3.2
2202,4504.7,-4331.2,NaN,3.2
-116.09,-3.0923,-175.99,NaN,3.2
48.81,-34.537,22.703,NaN,3.2
130.73,-53.913,172.31,NaN,3.2
-1994.6,5579.9,-1515.5,NaN,3.25
1664.9,1749.6,1671.1,NaN,3.25
2202,4504.2,-4324.8,NaN,3.25
-115.96,-3.2707,-176,NaN,3.25
48.823,-34.485,23.293,NaN,3.25
130.64,-53.881,172.52,NaN,3.25
-1995.1,5579.6,-1518.2,NaN,3.3
1665,1749.8,1671.8,NaN,3.3
2202.1,4503.6,-4318.2,NaN,3.3
-116.16,-3.4052,-176.01,NaN,3.3
48.954,-34.455,23.883,NaN,3.3
130.73,-53.853,172.64,NaN,3.3
-1995.3,5579.2,-1520.9,NaN,3.35
1664.9,1750,1672.6,NaN,3.35
2202.1,4503,-4311.2,NaN,3.35
-116.25,-3.6806,-175.99,NaN,3.35
49.075,-34.386,24.554,NaN,3.35
130.63,-53.671,172.48,NaN,3.35
-1995.6,5578.6,-1523.5,NaN,3.4
1664.9,1750.1,1673.4,NaN,3.4
2202.1,4502.3,-4304,NaN,3.4
-115.74,-3.9081,-176.55,NaN,3.4
48.798,-34.212,25.341,NaN,3.4
130.34,-53.685,172.58,NaN,3.4
-1995.9,5578,-1526.1,NaN,3.45
1664.9,1750.3,1674.4,NaN,3.45
2202.1,4501.6,-4296.5,NaN,3.45
-115.7,-4.1133,-176.65,NaN,3.45
48.838,-34.222,26.03,NaN,3.45
130.24,-53.488,172.9,NaN,3.45
-1996.1,5577.1,-1528.9,NaN,3.5
1664.9,1750.6,1675.6,NaN,3.5
2202.1,4500.7,-4288.9,NaN,3.5
-115.66,-4.0974,-176.54,NaN,3.5
48.858,-34.512,26.697,NaN,3.5
130.25,-53.197,173.32,NaN,3.5
-1996.4,5576.4,-1531.3,NaN,3.55
1664.9,1751,1675.8,NaN,3.55
2202.1,4500,-4281,NaN,3.55
-115.62,-4.6659,-176.09,NaN,3.55
48.888,-33.869,27.371,NaN,3.55
130.18,-53.031,173.08,NaN,3.55
-1996.7,5575.2,-1534,NaN,3.6
1665,1751.4,1676.2,NaN,3.6
2202.1,4499.1,-4273,NaN,3.6
-115.63,-4.4279,-175.69,NaN,3.6
48.885,-34.079,28.01,NaN,3.6
130.19,-52.649,172.92,NaN,3.6
-1997,5573.9,-1537,NaN,3.65
1665,1751.7,1677.1,NaN,3.65
2202.2,4498.3,-4264.8,NaN,3.65
-115.62,-4.1207,-175.62,NaN,3.65
48.878,-34.246,28.687,NaN,3.65
130.2,-52.199,172.58,NaN,3.65
-1997.4,5572.7,-1539.8,NaN,3.7
1665,1752.4,1677,NaN,3.7
2202.2,4497.9,-4256.3,NaN,3.7
-115.59,-4.1141,-175.09,NaN,3.7
48.883,-33.922,29.34,NaN,3.7
130.16,-51.646,172.29,NaN,3.7
-1997.7,5571.2,-1542.6,NaN,3.75
1665,1753.1,1676.8,NaN,3.75
2202.2,4497.6,-4247.7,NaN,3.75
-115.59,-4.0348,-174.68,NaN,3.75
48.867,-33.666,29.907,NaN,3.75
130.16,-50.945,172.11,NaN,3.75
-1997.9,5569.2,-1545.9,NaN,3.8
1665,1753.7,1677.9,NaN,3.8
2202.2,4497.2,-4238.8,NaN,3.8
-115.58,-3.3355,-174.37,NaN,3.8
48.871,-34.097,30.526,NaN,3.8
130.13,-50.268,171.75,NaN,3.8
-1998.4,5567.3,-1548.8,NaN,3.85
1664.9,1754.4,1677.7,NaN,3.85
2202.2,4497.1,-4229.9,NaN,3.85
-115.55,-2.8009,-174.05,NaN,3.85
48.846,-34.316,31.054,NaN,3.85
130.03,-49.61,171.85,NaN,3.85
-1998.6,5565.3,-1552.1,NaN,3.9
1664.9,1755.1,1677.8,NaN,3.9
2202.2,4497.1,-4220.6,NaN,3.9
-115.5,-2.6968,-173.5,NaN,3.9
48.838,-34.227,31.462,NaN,3.9
129.96,-48.838,171.77,NaN,3.9
-1998.9,5563.5,-1555.3,NaN,3.95
1664.9,1755.5,1677.9,NaN,3.95
2202.1,4497.1,-4211.1,NaN,3.95
-115.48,-2.3157,-172.85,NaN,3.95
48.858,-34.334,31.854,NaN,3.95
129.88,-48.326,171.53,NaN,3.95
-1999.2,5561.9,-1558.7,NaN,4
1664.9,1755.9,1677.8,NaN,4
2202.1,4497.1,-4201.3,NaN,4
-115.42,-2.0441,-172.25,NaN,4
48.87,-34.411,32.138,NaN,4
129.8,-47.825,171.23,NaN,4
-1999.5,5560.4,-1562.2,NaN,4.05
1665.1,1756.2,1678.3,NaN,4.05
2202.2,4497,-4191.1,NaN,4.05
-115.63,-1.8607,-171.61,NaN,4.05
49.044,-34.452,32.373,NaN,4.05
129.95,-47.421,170.47,NaN,4.05
-1999.6,5559.4,-1566,NaN,4.1
1664.9,1756.5,1679.1,NaN,4.1
2202.1,4497,-4180.5,NaN,4.1
-115.39,-1.8433,-170.79,NaN,4.1
48.842,-34.429,32.542,NaN,4.1
129.74,-47.142,170.25,NaN,4.1
-1999.9,5558.2,-1569.9,NaN,4.15
1665,1756.6,1679.5,NaN,4.15
2202.1,4496.8,-4169.5,NaN,4.15
-115.36,-1.4855,-169.63,NaN,4.15
48.83,-34.793,32.575,NaN,4.15
129.76,-46.989,169.58,NaN,4.15
-2000.1,5557.4,-1573.9,NaN,4.2
1665,1756.8,1680.4,NaN,4.2
2202,4496.9,-4158,NaN,4.2
-115.31,-1.5692,-168.54,NaN,4.2
48.799,-34.888,32.57,NaN,4.2
129.71,-46.856,168.83,NaN,4.2
-2000.3,5556.6,-1578.2,NaN,4.25
1665,1757,1680.6,NaN,4.25
2202,4497.1,-4146,NaN,4.25
-115.36,-1.5423,-167.45,NaN,4.25
48.771,-35.23,32.554,NaN,4.25
129.74,-46.802,168,NaN,4.25
-2000.6,5555.6,-1582.3,NaN,4.3
1664.9,1757.1,1681.2,NaN,4.3
2201.9,4497.7,-4133.7,NaN,4.3
-115.39,-1.4784,-166.41,NaN,4.3
48.753,-35.69,32.544,NaN,4.3
129.75,-46.774,167.07,NaN,4.3
-2000.7,5554.5,-1586.9,NaN,4.35
1664.9,1757.3,1681,NaN,4.35
2201.8,4498.7,-4121,NaN,4.35
-115.54,-1.3377,-164.99,NaN,4.35
48.851,-36.442,32.422,NaN,4.35
129.75,-46.522,166.62,NaN,4.35
-2000.9,5552.9,-1591.5,NaN,4.4
1664.8,1757.5,1681.1,NaN,4.4
2201.8,4500.1,-4107.9,NaN,4.4
-115.58,-0.97137,-163.89,NaN,4.4
48.828,-37.436,32.303,NaN,4.4
129.76,-46.333,165.96,NaN,4.4
-2001.1,5550.9,-1596.3,NaN,4.45
1664.8,1757.7,1680.8,NaN,4.45
2201.7,4501.9,-4094.6,NaN,4.45
-115.58,-0.61568,-162.73,NaN,4.45
48.821,-38.585,32.259,NaN,4.45
129.75,-45.903,165.29,NaN,4.45
-2001.1,5548.4,-1601.2,NaN,4.5
1664.9,1758,1680.3,NaN,4.5
2201.7,4504,-4081.1,NaN,4.5
-115.54,-0.024708,-161.63,NaN,4.5
48.82,-40.006,32.092,NaN,4.5
129.73,-45.344,163.97,NaN,4.5
-2001.4,5545.3,-1606.3,NaN,4.55
1665,1758.4,1679.9,NaN,4.55
2201.6,4506.4,-4067.6,NaN,4.55
-115.79,0.78674,-160.61,NaN,4.55
48.992,-41.583,31.866,NaN,4.55
129.88,-44.603,163.55,NaN,4.55
-2001.4,5541.6,-1611.1,NaN,4.6
1664.8,1758.8,1678.7,NaN,4.6
2201.6,4508.8,-4054,NaN,4.6
-115.59,1.7079,-159.19,NaN,4.6
48.825,-43.207,31.474,NaN,4.6
129.7,-43.665,162.63,NaN,4.6
-2001.3,5537.4,-1615.9,NaN,4.65
1664.8,1759.1,1677.9,NaN,4.65
2201.5,4511.3,-4040.4,NaN,4.65
-115.63,3.1534,-158.53,NaN,4.65
48.843,-45.1,31.255,NaN,4.65
129.74,-42.415,161.84,NaN,4.65
-2001.4,5532.6,-1620.6,NaN,4.7
1664.9,1759.3,1676.6,NaN,4.7
2201.4,4514,-4026.7,NaN,4.7
-115.85,4.8602,-157.54,NaN,4.7
49.027,-47.01,30.786,NaN,4.7
129.93,-40.821,160.71,NaN,4.7
-2001.4,5527,-1624.9,NaN,4.75
1664.9,1759,1675.3,NaN,4.75
2201.3,4517,-4013.1,NaN,4.75
-115.9,7.1948,-156.85,NaN,4.75
49.092,-48.93,30.477,NaN,4.75
129.93,-38.846,160.4,NaN,4.75
-2001.3,5520.7,-1628.7,NaN,4.8
1664.8,1758.1,1673.8,NaN,4.8
2201.2,4520.4,-3999.5,NaN,4.8
-115.66,10.129,-156.42,NaN,4.8
48.979,-50.896,30.005,NaN,4.8
129.71,-36.392,159.96,NaN,4.8
-2001.4,5511.7,-1632,NaN,4.85
1664.9,1756.4,1672,NaN,4.85
2201.2,4522.6,-3985.8,NaN,4.85
-115.88,11.23,-155.53,NaN,4.85
49.154,-52.42,29.397,NaN,4.85
129.91,-38.166,159.32,NaN,4.85
-2001.4,NaN,-1635.1,NaN,4.9
1664.9,NaN,1670.6,NaN,4.9
2201.1,NaN,-3972,NaN,4.9
-115.88,NaN,-155.24,NaN,4.9
49.16,NaN,29.061,NaN,4.9
129.91,NaN,159.29,NaN,4.9
-2001.3,NaN,-1637.7,NaN,4.95
1664.9,NaN,1669,NaN,4.95
2201.1,NaN,-3958.3,NaN,4.95
-115.83,NaN,-154.94,NaN,4.95
49.205,NaN,28.652,NaN,4.95
129.83,NaN,158.84,NaN,4.95
-2001.3,NaN,-1639.8,NaN,5
1664.8,NaN,1667.1,NaN,5
2201,NaN,-3944.5,NaN,5
-115.86,NaN,-154.52,NaN,5
49.228,NaN,28.192,NaN,5
129.88,NaN,158.91,NaN,5
-2001.4,NaN,-1641.6,NaN,5.05
1664.9,NaN,1665.7,NaN,5.05
2201,NaN,-3930.8,NaN,5.05
-115.61,NaN,-154.55,NaN,5.05
49.16,NaN,27.798,NaN,5.05
129.79,NaN,158.64,NaN,5.05
-2001.2,NaN,-1642.9,NaN,5.1
1664.9,NaN,1663.8,NaN,5.1
2200.9,NaN,-3917.1,NaN,5.1
-115.57,NaN,-154.3,NaN,5.1
49.177,NaN,27.44,NaN,5.1
129.81,NaN,158.84,NaN,5.1
-2001.3,NaN,-1643.9,NaN,5.15
1664.9,NaN,1662.4,NaN,5.15
2200.9,NaN,-3903.5,NaN,5.15
-115.55,NaN,-154.64,NaN,5.15
49.223,NaN,27.234,NaN,5.15
129.76,NaN,158.88,NaN,5.15
-2001.4,NaN,-1644.7,NaN,5.2
1664.9,NaN,1661.1,NaN,5.2
2200.8,NaN,-3890,NaN,5.2
-115.49,NaN,-154.83,NaN,5.2
49.26,NaN,27.231,NaN,5.2
129.62,NaN,159.18,NaN,5.2
-2001.2,NaN,-1645.1,NaN,5.25
1664.9,NaN,1659.8,NaN,5.25
2200.7,NaN,-3876.6,NaN,5.25
-115.52,NaN,-154.87,NaN,5.25
49.267,NaN,27.169,NaN,5.25
129.65,NaN,159.27,NaN,5.25
-2001.4,NaN,-1645.5,NaN,5.3
1664.9,NaN,1658.7,NaN,5.3
2200.6,NaN,-3863.4,NaN,5.3
-115.43,NaN,-155.43,NaN,5.3
49.33,NaN,27.497,NaN,5.3
129.54,NaN,159.84,NaN,5.3
